2023-02-07 00:23:34,007: INFO _welcome-362 Bot: DZ_Sem10_Py [@DZ_Sem10_Py_bot]
2023-02-07 00:23:34,008: INFO start_polling-358 Start polling.
2023-02-07 00:23:34,813: INFO start_handler-27 user_id=5161172491 user_full_name='Евгения Храмова' Tue Feb  7 00:23:34 2023
2023-02-07 00:25:26,563: INFO start_handler-27 user_id=5161172491 user_full_name='Евгения Храмова' Tue Feb  7 00:25:26 2023
2023-02-07 00:26:15,214: INFO stop_polling-433 Stop polling...
2023-02-07 00:26:15,214: WARNING start_polling-329 Goodbye!
